Recording_ID,Source,Species,Month,Latitude,Longitude,avg_sylls_upper_freq_Hz,avg_sylls_lower_freq_Hz,max_sylls_freq_Hz,min_sylls_freq_Hz,overall_sylls_freq_range_Hz,largest_sylls_freq_range_Hz,smallest_sylls_freq_range_Hz,avg_sylls_freq_range_Hz,NL_StableLights_Avg,TreeCover,PopulationDensity,ClimateDivisions,Level1Ecoregion,Level1Ecoregion_Edited,KG_ClimateZones,KG_ClimateZones_Edited,Elevation_m,Distance_to_Road_m,Distance_to_Road_km
164595,ML,Pipilo erythrophthalmus,6,42.666186,-76.3318223,5310.287081,4161.483254,7178.070175,2621.929825,4599.122807,1891.22807,515.7894737,1191.786284,6,100,8.35481,CENTRAL LAKES,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",522,12150.66492,12.15066492
166615,ML,Pipilo erythrophthalmus,5,34.7501,-85.1299,6229.590643,4226.608187,7178.070175,1719.298246,5501.754386,3911.403509,687.7192982,2045.964912,8,0,6.75647,NORTHWEST,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,287,11072.56469,11.07256469
166623,ML,Pipilo erythrophthalmus,6,34.75217,-85.14972,5578.167641,3457.699805,7178.070175,2278.070175,4942.982456,3782.45614,515.7894737,2163.450292,7,76,5.48504,NORTHWEST,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,389,9374.553366,9.374553366
173502,ML,Pipilo erythrophthalmus,5,42.337484,-76.150446,4816.184211,3576.140351,5802.631579,1762.280702,4083.333333,2664.912281,128.9473684,1283.026316,6,96,11.94448,EASTERN PLATEAU,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",478,12113.52003,12.11352003
176218,ML,Pipilo erythrophthalmus,6,39.0726508,-86.2634254,6140.350877,4488.596491,7350,2407.017544,4985.964912,2578.947368,601.754386,1694.736842,0,0,6.39904,SOUTH CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,172,9123.184144,9.123184144
176237,ML,Pipilo erythrophthalmus,7,39.0940373,-86.3291073,3414.035088,2597.368421,4642.105263,1719.298246,2965.789474,1289.473684,343.8596491,859.6491228,0,0,7.45508,SOUTH CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,180,6182.379145,6.182379145
177501,XC,Pipilo erythrophthalmus,8,40.1175,-75.0627,6658.373206,5384.529506,7092.105263,2750.877193,4384.210526,1504.385965,687.7192982,1316.826156,62,2,750.24872,SOUTHEASTERN PIEDMONT,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,54,4454.889743,4.454889743
177505,XC,Pipilo erythrophthalmus,5,44.3325,-73.2521,4953.72807,4499.725877,6318.421053,2578.947368,3782.45614,1418.421053,343.8596491,496.9846491,10,64,39.08588,WESTERN,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",59,511.3009459,0.511300946
178534,XC,Pipilo erythrophthalmus,5,38.7638,-83.463,4212.280702,3596.19883,4771.052632,1762.280702,3051.754386,1117.54386,429.8245614,659.0643275,0,1,9.64374,SOUTH CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,162,6951.649076,6.951649076
179667,XC,Pipilo erythrophthalmus,5,44.707,-93.329,6029.266348,3063.476874,7178.070175,2278.070175,4942.982456,3997.368421,2020.175439,3008.77193,51,0,2.44558,CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,293,2745.94189,2.74594189
187360,ML,Pipilo erythrophthalmus,5,39.5141062,-75.1506472,5354.709141,3757.57156,6748.245614,2750.877193,4040.350877,3008.77193,644.7368421,1640.120037,19,100,24.63862,SOUTHERN,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,31,6429.837373,6.429837373
190528,XC,Pipilo erythrophthalmus,8,40.6158,-73.83,5225.438596,4502.923977,6748.245614,2578.947368,4212.280702,1289.473684,472.8070175,765.497076,54,6,0,COASTAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,,Dfa: Humid Continental Hot Summers with Year-round Precipitation,NA,4253.394529,4.253394529
191151,ML,Pipilo erythrophthalmus,5,39.493703,-78.134819,5081.140351,3908.333333,6404.385965,2407.017544,4040.350877,2450,945.6140351,1215.789474,6,100,10.16772,NORTHEASTERN,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,277,10501.9254,10.5019254
192281,XC,Pipilo erythrophthalmus,4,28.6902,-80.7137,6275.438596,2550.292398,6963.157895,2364.035088,4642.105263,4642.105263,1461.403509,3768.128655,4,56,0,NORTH CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,,Cfa: Humid Subtropical Climate,3,11716.73064,11.71673064
192282,XC,Pipilo erythrophthalmus,6,28.7695,-80.7845,6300.722394,3431.011352,6877.192982,2321.052632,4599.122807,3395.614035,2106.140351,2912.693498,0,7,0,NORTH CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,5,8440.754116,8.440754116
200973,ML,Pipilo erythrophthalmus,5,42.3101677,-76.5216895,4759.590643,3518.830409,5759.649123,2407.017544,3395.614035,1676.315789,773.6842105,1283.74269,6,100,24.94829,CENTRAL LAKES,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",297,7755.632033,7.755632033
209333,ML,Pipilo erythrophthalmus,5,39.14283,-86.21494,5239.083821,3128.167641,5845.614035,2535.964912,3352.631579,2621.929825,988.5964912,2153.898635,0,0,4.38778,SOUTH CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,239,5255.072167,5.255072167
216767,XC,Pipilo erythrophthalmus,4,32.1107,-93.4601,4000.950292,2904.897661,5157.894737,2235.087719,2965.789474,1719.298246,515.7894737,1139.035088,5,0,7.02846,NORTHWEST,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,43,2834.214116,2.834214116
216876,ML,Pipilo erythrophthalmus,5,38.09967,-81.16001,4334.615385,3389.00135,5372.807018,2020.175439,3395.614035,1676.315789,429.8245614,988.5964912,8,30,5.62951,CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,398,2931.429093,2.931429093
219563,ML,Pipilo erythrophthalmus,4,42.324417,-76.333649,5145.614035,2646.491228,5458.77193,1848.245614,3653.508772,2879.824561,1934.210526,2542.105263,10,100,0,CENTRAL LAKES,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",389,15960.37254,15.96037254
219605,ML,Pipilo erythrophthalmus,5,42.2774083,-76.6636598,4857.017544,2987.280702,4900,2450,2492.982456,2450,1547.368421,1912.719298,0,0,0,CENTRAL LAKES,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",581,2790.129511,2.790129511
219620,ML,Pipilo erythrophthalmus,5,42.57169,-76.7907515,5161.476608,3409.94152,7693.859649,1848.245614,5888.596491,2235.087719,687.7192982,1794.517544,5,0,6.42594,CENTRAL LAKES,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",464,6380.687331,6.380687331
219746,ML,Pipilo erythrophthalmus,6,40.1172357,-81.9804568,5231.578947,3008.77193,6189.473684,2235.087719,3997.368421,3223.684211,429.8245614,2265.789474,13,86,8.44284,SOUTHEAST,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,294,2808.61489,2.80861489
220757,ML,Pipilo erythrophthalmus,5,42.277243,-76.0061417,4720.906433,2937.134503,4942.982456,2492.982456,2492.982456,2278.070175,1547.368421,1826.754386,8,0,67.77029,EASTERN PLATEAU,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",322,5300.082445,5.300082445
220761,ML,Pipilo erythrophthalmus,5,42.4182926,-76.4325285,4816.900585,3679.298246,5974.561404,2278.070175,3739.473684,1676.315789,300.877193,1180.584795,17,0,67.68769,CENTRAL LAKES,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",422,5501.309243,5.501309243
224696,ML,Pipilo erythrophthalmus,7,42.4282953,-76.3354862,5759.649123,3782.45614,6103.508772,2149.122807,3997.368421,2278.070175,1117.54386,2020.175439,7,6,10.44094,CENTRAL LAKES,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",453,5571.396308,5.571396308
228170,XC,Pipilo erythrophthalmus,4,35.7832,-94.2443,4609.868421,3678.581871,5415.789474,2707.894737,2750.877193,1504.385965,343.8596491,974.2690058,0,53,4.19489,NORTHWEST,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,381,4677.442837,4.677442837
229532,ML,Pipilo erythrophthalmus,6,42.347823,-76.163861,5106.315789,3915.701754,5501.754386,3782.45614,1762.280702,1762.280702,988.5964912,1233.596491,5,0,10.83625,EASTERN PLATEAU,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",378,12621.26849,12.62126849
229546,ML,Pipilo erythrophthalmus,6,42.347823,-76.163861,5215.204678,3180.701754,5587.719298,1934.210526,3696.491228,2364.035088,601.754386,2077.48538,5,0,10.83625,EASTERN PLATEAU,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",378,12621.26849,12.62126849
244528,XC,Pipilo erythrophthalmus,5,39.7509,-74.3896,4326.900585,2980.116959,4556.140351,1762.280702,2836.842105,1676.315789,601.754386,1389.766082,7,24,1.26679,SOUTHERN,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,31,4753.665648,4.753665648
247525,XC,Pipilo erythrophthalmus,5,34.3583,-89.5255,5028.947368,3801.559454,6103.508772,2750.877193,3395.614035,2922.807018,558.7719298,1270.37037,59,100,547.854,NORTH CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,151,330.9486318,0.330948632
247821,XC,Pipilo erythrophthalmus,6,31.4862,-81.6004,5136.403509,3441.282895,5587.719298,2063.157895,3567.54386,3137.719298,300.877193,1738.10307,0,77,0,SOUTHEAST,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,16,8988.863823,8.988863823
249802,ML,Pipilo erythrophthalmus,5,39.574956,-78.054468,5237.246964,3154.251012,5587.719298,1891.22807,3739.473684,2621.929825,902.6315789,2125.978408,12,100,36.86368,NORTHEASTERN,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,171,912.9567782,0.912956778
252017,XC,Pipilo erythrophthalmus,6,44.2569,-78.5397,4799.707602,3868.421053,5888.596491,2235.087719,3696.491228,1676.315789,515.7894737,974.2690058,7,32,12.64219,,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",316,4645.153514,4.645153514
253638,XC,Pipilo erythrophthalmus,6,44.7134,-91.5131,5187.651822,3365.85695,7650.877193,2278.070175,5415.789474,3739.473684,558.7719298,1864.777328,11,0,19.22249,WEST CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,295,5661.906765,5.661906765
282274,XC,Pipilo erythrophthalmus,5,40.8643,-73.6537,5630.701754,3633.971292,7264.035088,2106.140351,5200.877193,3137.719298,558.7719298,2039.712919,61,86,1207.32751,COASTAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,,Dfa: Humid Continental Hot Summers with Year-round Precipitation,NA,5981.303103,5.981303103
288415,ML,Pipilo erythrophthalmus,4,35.78,-94.250275,4746.491228,3254.385965,5372.807018,2707.894737,2707.894737,2149.122807,472.8070175,1535.087719,0,35,3.1404,NORTHWEST,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,335,5167.765079,5.167765079
294124,XC,Pipilo erythrophthalmus,7,45.0889,-74.2627,5181.773879,3085.185185,5544.736842,1891.22807,3696.491228,2450,1375.438596,2139.57115,8,22,7.54619,,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",96,3865.872439,3.865872439
296311,XC,Pipilo erythrophthalmus,7,36.5296,-84.8075,5057.602339,2937.134503,6447.368421,2450,4040.350877,3266.666667,1031.578947,2163.450292,0,85,2.23486,CUMBERLAND PLATEAU,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,527,12233.25575,12.23325575
310201,XC,Pipilo erythrophthalmus,4,38.0915,-78.4939,6268.274854,4334.064327,7521.929825,2278.070175,5286.842105,2407.017544,988.5964912,1977.192982,56,100,55.24564,WESTERN PIEDMONT,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,153,520.9893815,0.520989382
310838,XC,Pipilo erythrophthalmus,5,37.8929,-84.3923,5422.953216,3775.292398,5888.596491,2450,3481.578947,2192.105263,472.8070175,1690.643275,10,99,15.58838,BLUE GRASS,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,270,2432.780955,2.432780955
312717,XC,Pipilo erythrophthalmus,4,39.7493,-75.8413,6146.491228,945.6140351,6705.263158,945.6140351,5802.631579,5802.631579,4685.087719,5243.859649,23,0,85.77434,SOUTHEASTERN PIEDMONT,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,92,7920.175517,7.920175517
316002,XC,Pipilo erythrophthalmus,5,41.8605,-88.1756,5438.71345,3515.964912,7135.087719,1762.280702,5415.789474,3438.596491,945.6140351,1965.730994,60,74,153.3289,NORTHEAST,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,240,6024.841723,6.024841723
316235,XC,Pipilo erythrophthalmus,4,37.8171,-84.688,4760.307018,2831.469298,5888.596491,2235.087719,3696.491228,3051.754386,1160.526316,1971.820175,7,0,3.01193,BLUE GRASS,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,277,3196.099995,3.196099995
317101,XC,Pipilo erythrophthalmus,5,33.1521,-79.3741,4958.61244,3278.389155,5200.877193,3137.719298,2106.140351,2106.140351,687.7192982,1723.205742,0,97,0,SOUTHERN,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,13,4232.333363,4.232333363
322495,XC,Pipilo erythrophthalmus,6,44.2208,-89.8082,5205.653021,3873.196881,6275.438596,2407.017544,3911.403509,3868.421053,429.8245614,1375.438596,22,0,1.0956,CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,311,7.098417349,0.007098417
323245,XC,Pipilo erythrophthalmus,6,42.7372,-83.2314,5508.918129,2944.298246,5974.561404,2192.105263,3825.438596,3051.754386,1762.280702,2607.602339,60,8,287.19302,SOUTHEAST LOWER,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,285,1057.524566,1.057524566
327673,XC,Pipilo erythrophthalmus,7,37.8929,-84.3923,5391.910331,3137.719298,5802.631579,1633.333333,4212.280702,2578.947368,1289.473684,2297.173489,10,99,15.58838,BLUE GRASS,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,270,2432.780955,2.432780955
327748,XC,Pipilo erythrophthalmus,7,41.5151,-75.5416,5108.299595,3574.156545,5845.614035,2235.087719,3653.508772,2020.175439,687.7192982,1577.125506,45,35,100.93932,POCONO MOUNTAINS,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",285,1233.265929,1.233265929
328195,XC,Pipilo erythrophthalmus,6,40.2001,-75.4012,5219.980507,3247.563353,5630.701754,1633.333333,4040.350877,2321.052632,1461.403509,2015.39961,45,37,90.42809,SOUTHEASTERN PIEDMONT,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,68,5620.757523,5.620757523
328538,XC,Pipilo erythrophthalmus,7,42.7895,-83.1904,3622.248804,2645.374801,4685.087719,2235.087719,2492.982456,2020.175439,128.9473684,1019.856459,26,0,14.32388,SOUTHEAST LOWER,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,287,4055.976202,4.055976202
331565,XC,Pipilo erythrophthalmus,6,45.0889,-74.2627,5703.441296,4037.044534,7908.77193,1891.22807,6060.526316,3180.701754,644.7368421,1709.379217,8,22,7.54619,,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",96,3865.872439,3.865872439
333311,XC,Pipilo erythrophthalmus,4,28.5529,-80.8129,4844.375645,3190.815273,6404.385965,2192.105263,4255.263158,3610.526316,816.6666667,1696.542828,59,91,730.46637,NORTH CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,14,1513.482143,1.513482143
349452,XC,Pipilo erythrophthalmus,5,42.123,-71.207,4778.867624,3297.926635,5458.77193,2492.982456,3008.77193,2879.824561,300.877193,1523.923445,49,100,25.74853,CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,117,209.0345446,0.209034545
362472,XC,Pipilo erythrophthalmus,4,33.1902,-85.8031,5895.760234,4069.005848,7350,2235.087719,5157.894737,2450,472.8070175,1869.736842,0,0,12.17769,PIEDMONT PLATEAU,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,242,29757.70205,29.75770205
372263,XC,Pipilo erythrophthalmus,5,33.1173,-84.5582,3536.283892,2724.82722,5458.77193,2450,3051.754386,2407.017544,171.9298246,854.4391281,0,99,0,WEST CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,242,14730.84364,14.73084364
372982,XC,Pipilo erythrophthalmus,5,28.901,-81.9865,5168.640351,3030.263158,5587.719298,2879.824561,2750.877193,2535.964912,1891.22807,2181.359649,63,55,82.04279,NORTH CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,24,4784.142523,4.784142523
378994,XC,Pipilo erythrophthalmus,7,39.1464,-86.229,5254.605263,2901.315789,7178.070175,1590.350877,5630.701754,4040.350877,515.7894737,2396.27193,0,100,0.76663,SOUTH CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,291,4507.265216,4.507265216
389899,XC,Pipilo erythrophthalmus,4,42.7646,-83.1162,4890.448343,2860.721248,6017.54386,1977.192982,4083.333333,3868.421053,300.877193,2072.709552,29,33,283.63696,SOUTHEAST LOWER,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,279,7373.158378,7.373158378
412673,XC,Pipilo erythrophthalmus,4,42.0783,-71.2021,6718.488529,3230.296896,8037.719298,1590.350877,6490.350877,4771.052632,2364.035088,3531.174089,46,0,668.19073,CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,97,2172.146834,2.172146834
412958,XC,Pipilo erythrophthalmus,4,41.8605,-88.1756,4728.070175,2879.824561,5458.77193,2106.140351,3395.614035,2407.017544,1676.315789,1891.22807,60,74,153.3289,NORTHEAST,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,240,6024.841723,6.024841723
413387,XC,Pipilo erythrophthalmus,4,42.8623,-71.5059,6033.662281,4580.317982,7092.105263,2407.017544,4728.070175,3782.45614,386.8421053,1496.326754,54,95,197.73044,SOUTHERN,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,67,550.1942727,0.550194273
416553,XC,Pipilo erythrophthalmus,5,39.017,-84.1259,4244.517544,3302.48538,5372.807018,2278.070175,3137.719298,2407.017544,558.7719298,985.0146199,8,0,0,SOUTHWEST,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Dfa: Humid Continental Hot Summers with Year-round Precipitation,Dfa: Humid Continental Hot Summers with Year-round Precipitation,233,5536.926092,5.536926092
420839,XC,Pipilo erythrophthalmus,6,42.4995,-76.7949,4286.523126,2903.269537,5415.789474,2535.964912,2922.807018,2364.035088,214.9122807,1426.236045,5,82,2.83891,CENTRAL LAKES,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",548,9929.089125,9.929089125
420913,XC,Pipilo erythrophthalmus,6,42.5053,-76.784,5146.172249,3563.636364,6705.263158,1977.192982,4771.052632,2621.929825,472.8070175,1625.518341,5,99,2.29249,CENTRAL LAKES,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",548,9660.213101,9.660213101
426246,XC,Pipilo erythrophthalmus,4,27.5691,-81.086,5299.736842,2884.122807,5888.596491,2664.912281,3266.666667,2621.929825,2235.087719,2458.596491,0,7,0.89349,SOUTH CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,19,19392.90993,19.39290993
429257,XC,Pipilo erythrophthalmus,7,45.524,-93.712,4369.883041,2421.345029,5802.631579,1891.22807,3954.385965,2793.859649,644.7368421,1991.520468,6,83,0,CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",304,9354.571589,9.354571589
429258,XC,Pipilo erythrophthalmus,7,45.524,-93.712,4676.491228,3063.216374,6576.315789,1805.263158,4814.035088,3008.77193,257.8947368,1656.25731,6,83,0,CENTRAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",304,9354.571589,9.354571589
432967,XC,Pipilo erythrophthalmus,8,36.2966,-93.9584,3675,2842.214912,4427.192982,1848.245614,2621.929825,1375.438596,730.7017544,875.7675439,5,89,0.84739,NORTHWEST,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,Cfa: Humid Subtropical Climate,Cfa: Humid Subtropical Climate,384,12151.93235,12.15193235
433090,XC,Pipilo erythrophthalmus,7,42.758,-70.801,4975.219298,2791.173246,5802.631579,2235.087719,3610.526316,3051.754386,988.5964912,2227.028509,7,7,8.51928,COASTAL,EASTERN TEMPERATE FORESTS,EASTERN TEMPERATE FORESTS,"Dfb: Humid Continental Mild Summer, Wet All Year","Dfb: Humid Continental Mild Summer, Wet All Year",5,6748.045247,6.748045247
