Recording_ID,Species,Latitude,Longitude,Recordist,Date,Source,Month
28628801,Pipilo erythrophthalmus,28.7696529,-80.7869339,Paul Marvin,5/11/16,ML,5
28620131,Pipilo erythrophthalmus,36.0049121,-83.9397193,Colin Sumrall,5/12/16,ML,5
28764821,Pipilo maculatus,34.435087,-110.623086,Colin Sumrall,5/14/16,ML,5
28854471,Pipilo erythrophthalmus,32.4387279,-94.5487475,LG Pr,5/14/16,ML,5
28883041,Pipilo erythrophthalmus,42.3101677,-76.5216895,Jay McGowan,5/14/16,ML,5
28893001,Pipilo erythrophthalmus,42.3187026,-76.4968742,Jay McGowan,5/14/16,ML,5
29033071,Pipilo maculatus,34.435087,-110.623086,Colin Sumrall,5/15/16,ML,5
317101,Pipilo erythrophthalmus,33.1521,-79.3741,Tom Austin,5/17/16,XC,5
28970621,Pipilo erythrophthalmus,41.8621,-88.1725,Jon G.,5/17/16,ML,5
29014881,Pipilo erythrophthalmus,42.4804057,-76.4532351,Brad Walker,5/18/16,ML,5
29094661,Pipilo erythrophthalmus,38.2012946,-90.545454,Bill Michalski,5/19/16,ML,5
29153301,Pipilo erythrophthalmus,41.2132356,-89.3230426,Jon G.,5/19/16,ML,5
64907881,Pipilo maculatus,47.5316616,-122.1806905,Becky  Hartley,5/21/16,ML,5
29343301,Pipilo maculatus,36.390955,-121.595225,Brian Sullivan,5/22/16,ML,5
84099781,Pipilo erythrophthalmus,42.2200481,-88.5778928,Jeff Aufmann,5/24/16,ML,5
320564,Pipilo maculatus,37.6491,-105.5924,Ted Floyd,5/31/16,XC,5
328195,Pipilo erythrophthalmus,40.2001,-75.4012,Brian Henderson,6/1/16,XC,6
367803,Pipilo maculatus,40.841,-102.774,Eric DeFonso,6/1/16,XC,6
31526001,Pipilo erythrophthalmus,40.1994676,-75.4040945,Brian Henderson,6/1/16,ML,6
57733221,Pipilo erythrophthalmus,44.0863941,-89.9062943,Ashley Olah,6/2/16,ML,6
68661511,Pipilo maculatus,50.7997238,-119.3087983,Emily Williams,6/2/16,ML,6
29831811,Pipilo erythrophthalmus,33.8885078,-84.4436652,Stephen McCullers,6/4/16,ML,6
320489,Pipilo erythrophthalmus,44.8591,-92.7919,Jonathon Jongsma,6/5/16,XC,6
29978531,Pipilo maculatus,36.052177,-121.490143,Brian Sullivan,6/7/16,ML,6
323245,Pipilo erythrophthalmus,42.7372,-83.2314,Antonio Xeira,6/12/16,XC,6
30379671,Pipilo erythrophthalmus,43.0900206,-70.8441067,Brian Henderson,6/12/16,ML,6
67370071,Pipilo maculatus,47.5316616,-122.1806878,Becky  Hartley,6/16/16,ML,6
322495,Pipilo erythrophthalmus,44.2208,-89.8082,Ross Gallardy,6/18/16,XC,6
324911,Pipilo erythrophthalmus,45.01,-92.6789,Oofdah,6/18/16,XC,6
30344151,Pipilo erythrophthalmus,44.083016,-89.8080182,Ross Gallardy,6/18/16,ML,6
63517301,Pipilo erythrophthalmus,44.7074012,-92.8238404,Justin Watts,6/18/16,ML,6
331565,Pipilo erythrophthalmus,45.0889,-74.2627,Martin St-Michel,6/19/16,XC,6
30387681,Pipilo erythrophthalmus,28.6690476,-81.56128,Paul Marvin,6/19/16,ML,6
30507291,Pipilo erythrophthalmus,41.7385,-88.0777,Jon G.,6/23/16,ML,6
368918,Pipilo maculatus,39.0031,-119.4095,Bobby Wilcox,6/25/16,XC,6
30569851,Pipilo erythrophthalmus,42.6707301,-75.9081296,Chris Wood,6/25/16,ML,6
30635691,Pipilo erythrophthalmus,43.1115449,-70.9300389,andrew aldrich,6/27/16,ML,6
30636661,Pipilo maculatus,47.4072365,-122.5016004,Gary Shugart,6/27/16,ML,6
65307581,Pipilo maculatus,32.7751238,-117.1890015,Jennifer Miller,6/29/16,ML,6
137844281,Pipilo erythrophthalmus,40.7460974,-80.0270426,Clark Teeman,6/29/16,ML,6
324965,Pipilo maculatus,39.9278,-105.2733,Ted Floyd,6/30/16,XC,6
30729851,Pipilo maculatus,48.5922568,-123.0304022,Phil Green,6/30/16,ML,6
30733481,Pipilo erythrophthalmus,40.2455002,-76.397059,Jared Evans,6/30/16,ML,6
30733601,Pipilo maculatus,39.9280529,-105.2722192,Ted Floyd,6/30/16,ML,6
325379,Pipilo maculatus,38.5555,-121.2563,Jim Holmes,7/3/16,XC,7
326450,Pipilo maculatus,31.7124,-110.8651,Nick Komar,7/3/16,XC,7
31554021,Pipilo erythrophthalmus,35.5534961,-84.8093619,Stephen McCullers,7/3/16,ML,7
30946321,Pipilo erythrophthalmus,42.3922593,-76.6636028,Jay McGowan,7/5/16,ML,7
31013661,Pipilo erythrophthalmus,31.11629,-81.4179,Paul Marvin,7/5/16,ML,7
328538,Pipilo erythrophthalmus,42.7895,-83.1904,Antonio Xeira,7/8/16,XC,7
331990,Pipilo maculatus,40.4234,-105.2237,Sue Riffe,7/8/16,XC,7
166837771,Pipilo maculatus,47.5756138,-117.2901678,Julia Plummer,7/8/16,ML,7
326476,Pipilo maculatus,19.32,-99.304,Manuel Grosselet,7/9/16,XC,7
47491621,Pipilo maculatus,47.663868,-122.4215317,Matt Dufort,7/9/16,ML,7
31489141,Pipilo maculatus,42.978881,-123.4742429,Matthew Hunter,7/10/16,ML,7
327673,Pipilo erythrophthalmus,37.8929,-84.3923,Antonio Xeira,7/11/16,XC,7
31159391,Pipilo erythrophthalmus,28.6628762,-80.7234192,Paul Marvin,7/11/16,ML,7
31527221,Pipilo maculatus,39.6002216,-105.1565798,David Suddjian,7/12/16,ML,7
34906211,Pipilo erythrophthalmus,43.822582,-73.12099,Roy Pilcher,7/12/16,ML,7
57666161,Pipilo erythrophthalmus,42.800998,-86.206407,Eric Gustafson,7/15/16,ML,7
31490281,Pipilo maculatus,42.978881,-123.4742429,Matthew Hunter,7/16/16,ML,7
327945,Pipilo maculatus,42.4861,-122.0846,Ken Burton,7/18/16,XC,7
327748,Pipilo erythrophthalmus,41.5151,-75.5416,Patrick Blake,7/19/16,XC,7
31407731,Pipilo erythrophthalmus,41.4990237,-75.5396694,Patrick J. Blake,7/19/16,ML,7
31420291,Pipilo erythrophthalmus,28.694804,-80.7158715,Paul Marvin,7/19/16,ML,7
33234981,Pipilo erythrophthalmus,42.9837733,-91.126442,Evan Griffis,7/22/16,ML,7
31567431,Pipilo erythrophthalmus,45.0884902,-74.2163372,Pierre Bergeron,7/23/16,ML,7
350995,Pipilo maculatus,31.6957,-110.8732,Janine McCabe,7/25/16,XC,7
32204861,Pipilo maculatus,31.704511,-110.8764482,Janine McCabe,7/25/16,ML,7
32269851,Pipilo maculatus,29.2518263,-103.3002913,Jay McGowan,7/25/16,ML,7
43888651,Pipilo maculatus,38.879318,-104.871166,Gates Dupont,7/27/16,ML,7
32539581,Pipilo maculatus,31.4351879,-110.2768226,Jay McGowan,7/29/16,ML,7
32609231,Pipilo maculatus,31.401593,-110.2638967,Jay McGowan,7/30/16,ML,7
31949341,Pipilo maculatus,38.9399177,-121.5838738,Gary Mele,8/1/16,ML,8
31962941,Pipilo erythrophthalmus,35.9511223,-84.2392109,Colin Sumrall,8/3/16,ML,8
32214501,Pipilo maculatus,39.593879,-105.1622406,David Suddjian,8/8/16,ML,8
330637,Pipilo maculatus,35.8258,-106.2081,Michelle,8/9/16,XC,8
332642,Pipilo erythrophthalmus,40.8918,-91.0756,Bobby Wilcox,8/13/16,XC,8
32462201,Pipilo erythrophthalmus,35.9511223,-84.2392109,Colin Sumrall,8/13/16,ML,8
391164,Pipilo maculatus,32.0149,-109.3172,Antonio Xeira,8/15/16,XC,8
33079581,Pipilo erythrophthalmus,28.4206885,-82.6565642,Bill Pranty,8/21/16,ML,8
33140071,Pipilo erythrophthalmus,28.7696529,-80.7869339,Paul Marvin,8/22/16,ML,8
332625,Pipilo maculatus,19.2682,-99.2999,Esau Toaki Villarreal,8/28/16,XC,8
362472,Pipilo erythrophthalmus,33.1902,-85.8031,Scott Gravette,4/1/17,XC,4
53207351,Pipilo erythrophthalmus,31.9374729,-92.7049863,Steve Pagans,4/2/17,ML,4
53512621,Pipilo erythrophthalmus,35.8783816,-81.9901903,Al Hooks,4/5/17,ML,4
53774211,Pipilo erythrophthalmus,41.2120444,-81.5452158,Brian Tinker,4/8/17,ML,4
53780081,Pipilo erythrophthalmus,39.9384351,-86.0352445,Nick Kiehl,4/8/17,ML,4
53833551,Pipilo erythrophthalmus,40.8009657,-77.9429744,Joe Verica,4/8/17,ML,4
53888651,Pipilo erythrophthalmus,42.5951833,-85.4170597,Douglas Klein,4/9/17,ML,4
54038881,Pipilo erythrophthalmus,40.8246705,-77.9040303,Julia Plummer,4/10/17,ML,4
141318681,Pipilo erythrophthalmus,40.7410305,-80.0266135,Clark Teeman,4/10/17,ML,4
367063,Pipilo maculatus,35.1791,-120.5168,Thomas G. Graves,4/12/17,XC,4
54283841,Pipilo erythrophthalmus,41.6305844,-88.3494759,Charles Shields,4/12/17,ML,4
54388291,Pipilo erythrophthalmus,43.3940482,-70.6263399,Josh Fecteau,4/13/17,ML,4
54684211,Pipilo erythrophthalmus,39.5451048,-82.2680819,Jeffrey Roth,4/15/17,ML,4
54806471,Pipilo erythrophthalmus,44.1623793,-88.6984152,Mark  Benson,4/17/17,ML,4
54929411,Pipilo erythrophthalmus,33.4687546,-84.6022783,Josiah Huff,4/18/17,ML,4
55061441,Pipilo erythrophthalmus,43.028053,-89.832572,Mike Bailey,4/19/17,ML,4
165076641,Pipilo erythrophthalmus,35.087966,-89.790047,Norman Soskel,4/19/17,ML,4
55775721,Pipilo erythrophthalmus,38.5897049,-82.2615695,Tom Benson,4/20/17,ML,4
55217421,Pipilo erythrophthalmus,33.4687546,-84.6022783,Josiah Huff,4/21/17,ML,4
55227431,Pipilo erythrophthalmus,43.4630313,-65.5775154,Mark Dennis,4/21/17,ML,4
55347561,Pipilo erythrophthalmus,42.9493552,-81.3958168,Mhairi McFarlane,4/22/17,ML,4
56695771,Pipilo erythrophthalmus,41.7770083,-86.6639918,Robert Bochenek,4/22/17,ML,4
55477391,Pipilo erythrophthalmus,41.8487291,-71.1893785,Andy Eckerson,4/23/17,ML,4
55938881,Pipilo erythrophthalmus,39.9591784,-75.4505553,David Eberly,4/23/17,ML,4
55983921,Pipilo erythrophthalmus,43.3197979,-70.7532352,andrew aldrich,4/23/17,ML,4
56465081,Pipilo erythrophthalmus,41.480261,-71.5635842,Luis Mendes,4/27/17,ML,4
56466251,Pipilo erythrophthalmus,41.4688915,-71.5796614,Luis Mendes,4/27/17,ML,4
56151551,Pipilo erythrophthalmus,43.3940482,-70.6263399,Josh Fecteau,4/28/17,ML,4
56666781,Pipilo erythrophthalmus,39.5348286,-75.5861521,Ted Floyd,4/29/17,ML,4
56760261,Pipilo erythrophthalmus,42.3483635,-76.1646831,David McCartt,4/30/17,ML,4
73992331,Pipilo erythrophthalmus,38.8956423,-78.1501079,Gregory Budney,4/30/17,ML,4
188891911,Pipilo erythrophthalmus,42.514358,-76.790038,Matthew D. Medler,4/30/17,ML,4
209390681,Pipilo erythrophthalmus,40.1387321,-75.3271124,Brian Henderson,5/3/17,ML,5
368294,Pipilo maculatus,38.4273,-122.1256,Jim Holmes,5/5/17,XC,5
57164991,Pipilo erythrophthalmus,45.8785702,-72.1454626,StÈphane Therrien,5/7/17,ML,5
74003161,Pipilo erythrophthalmus,38.8956423,-78.1501079,Gregory Budney,5/7/17,ML,5
57504621,Pipilo erythrophthalmus,28.5436638,-80.8965397,David Simpson,5/9/17,ML,5
57524461,Pipilo erythrophthalmus,42.6024966,-76.5457431,Jay McGowan,5/9/17,ML,5
57662541,Pipilo erythrophthalmus,27.6252259,-81.8089199,Patrick J. Blake,5/9/17,ML,5
136841551,Pipilo erythrophthalmus,44.3219071,-69.173964,Fyn Kynd,5/9/17,ML,5
370508,Pipilo erythrophthalmus,39.107,-96.6085,Eric DeFonso,5/12/17,XC,5
137554551,Pipilo erythrophthalmus,39.1069677,-96.6083997,Eric DeFonso <U+0001F991>,5/12/17,ML,5
58184861,Pipilo erythrophthalmus,40.3308426,-74.9402332,John Roosenberg,5/14/17,ML,5
58357671,Pipilo erythrophthalmus,32.5481155,-80.2504921,Carl Miller,5/14/17,ML,5
58228041,Pipilo erythrophthalmus,42.5354174,-85.3018341,Douglas Klein,5/15/17,ML,5
63010481,Pipilo erythrophthalmus,42.4823751,-84.0565045,Bob Bethune,5/17/17,ML,5
63020481,Pipilo erythrophthalmus,42.485662,-84.060066,Bob Bethune,5/17/17,ML,5
58488761,Pipilo erythrophthalmus,35.8893402,-78.6553067,LynnErla Beegle,5/18/17,ML,5
58589131,Pipilo erythrophthalmus,39.9591784,-75.4505553,David Eberly,5/18/17,ML,5
59440571,Pipilo erythrophthalmus,41.4688915,-71.5796614,Luis Mendes,5/19/17,ML,5
60801891,Pipilo erythrophthalmus,41.4933828,-96.064841,Brad Walker,5/19/17,ML,5
58990841,Pipilo erythrophthalmus,43.3940482,-70.6263399,Doug Hitchcox,5/20/17,ML,5
67319261,Pipilo erythrophthalmus,41.4452871,-95.9433546,Brad Walker,5/20/17,ML,5
225546,Pipilo erythrophthalmus,41.3797668,-96.9507652,Brad Walker,5/21/17,ML,5
58903891,Pipilo erythrophthalmus,37.462891,-77.9100446,Darrell Peterson,5/21/17,ML,5
58949971,Pipilo erythrophthalmus,42.2062945,-70.8417813,Jeffrey Offermann,5/21/17,ML,5
225551,Pipilo erythrophthalmus,41.4069112,-97.082963,Brad Walker,5/22/17,ML,5
59157721,Pipilo erythrophthalmus,42.3483635,-76.1646831,David McCartt,5/24/17,ML,5
372263,Pipilo erythrophthalmus,33.1173,-84.5582,Ken Blankenship,5/26/17,XC,5
59359481,Pipilo erythrophthalmus,28.6816,-80.6515,Paul Marvin,5/26/17,ML,5
87530331,Pipilo erythrophthalmus,45.2469775,-81.6120318,Quinten Wiegersma,5/27/17,ML,5
225565,Pipilo erythrophthalmus,41.1522721,-101.0786907,Brad Walker,5/28/17,ML,5
225567,Pipilo maculatus,40.2853032,-103.6972878,Brad Walker,5/29/17,ML,5
225571,Pipilo erythrophthalmus,40.2853032,-103.6972878,Brad Walker,5/29/17,ML,5
372982,Pipilo erythrophthalmus,28.901,-81.9865,Peter Stafford,5/29/17,XC,5
59912851,Pipilo erythrophthalmus,40.0825987,-76.8834025,Dean Newhouse,5/29/17,ML,5
225574,Pipilo maculatus,40.3203325,-103.5928598,Brad Walker,5/30/17,ML,5
61670521,Pipilo erythrophthalmus,30.369691,-84.626629,David Simpson,5/30/17,ML,5
59867211,Pipilo erythrophthalmus,42.4370932,-76.3057271,Tayler Brooks,5/31/17,ML,5
59880871,Pipilo erythrophthalmus,44.8554802,-92.7749723,John P Richardson,5/31/17,ML,5
374110,Pipilo maculatus,40.5397,-105.1969,Matt Wistrand,6/1/17,XC,6
60047571,Pipilo erythrophthalmus,41.8861766,-89.3476868,Daryl Coldren,6/1/17,ML,6
60038641,Pipilo erythrophthalmus,42.2831722,-76.6559494,Fabricio Gorleri,6/2/17,ML,6
61678031,Pipilo erythrophthalmus,30.305788,-84.674941,David Simpson,6/2/17,ML,6
60109911,Pipilo erythrophthalmus,28.6690476,-81.56128,Gary Leavens,6/3/17,ML,6
166309221,Pipilo erythrophthalmus,40.1422203,-75.345735,Brian Henderson,6/3/17,ML,6
373799,Pipilo maculatus,51.9795,-106.7155,Patrick Turgeon,6/4/17,XC,6
60235871,Pipilo erythrophthalmus,43.6650156,-87.7197361,Brandon Prim,6/4/17,ML,6
60278701,Pipilo erythrophthalmus,42.7639008,-70.8022995,Griffin Richards,6/4/17,ML,6
67801641,Pipilo maculatus,40.3699608,-104.462564,Brad Walker,6/4/17,ML,6
60445831,Pipilo erythrophthalmus,43.2547052,-81.8364716,Frank King,6/5/17,ML,6
64514371,Pipilo erythrophthalmus,42.7411003,-70.7965012,Laura Gooch,6/8/17,ML,6
60621731,Pipilo erythrophthalmus,42.3483635,-76.1646831,David McCartt,6/9/17,ML,6
375916,Pipilo maculatus,39.4405,-117.6796,Bobby Wilcox,6/10/17,XC,6
60782391,Pipilo erythrophthalmus,44.0575764,-77.5360537,David Bree,6/10/17,ML,6
534420,Pipilo erythrophthalmus,39.7205237,-77.9382348,Wil Hershberger,6/11/17,ML,6
60903031,Pipilo erythrophthalmus,41.377223,-76.891622,David Brown,6/12/17,ML,6
60916371,Pipilo erythrophthalmus,42.5426153,-76.7982316,David McQuade,6/12/17,ML,6
60918291,Pipilo erythrophthalmus,42.5426153,-76.7982316,Tawnie Olson,6/12/17,ML,6
60991161,Pipilo erythrophthalmus,42.544628,-76.799615,Glen Chapman,6/12/17,ML,6
61930351,Pipilo erythrophthalmus,42.5426153,-76.7982316,Jay McGowan,6/12/17,ML,6
158967881,Pipilo maculatus,18.6279215,-97.3737359,Amy McAndrews,6/12/17,ML,6
528029,Pipilo maculatus,38.102,-122.901,Mark Robbins,6/13/17,ML,6
61155801,Pipilo erythrophthalmus,32.8567884,-83.6692894,Jim Ferrari,6/13/17,ML,6
61289131,Pipilo erythrophthalmus,39.5643126,-79.2775154,Alex Wiebe,6/16/17,ML,6
61765651,Pipilo erythrophthalmus,40.7138227,-74.463013,Jeff Ellerbusch,6/16/17,ML,6
376227,Pipilo maculatus,39.9278,-105.2733,Ted Floyd,6/18/17,XC,6
61520021,Pipilo erythrophthalmus,42.2831722,-76.6559494,Fabricio Gorleri,6/18/17,ML,6
61549051,Pipilo erythrophthalmus,42.2831722,-76.6559494,Dave Slager,6/18/17,ML,6
61673191,Pipilo erythrophthalmus,42.2831722,-76.6559494,Ramit Singal,6/18/17,ML,6
61828111,Pipilo erythrophthalmus,42.2831722,-76.6559494,John van Dort,6/18/17,ML,6
62503611,Pipilo erythrophthalmus,42.2831722,-76.6559494,Guillermo Funes,6/18/17,ML,6
246513631,Pipilo erythrophthalmus,40.579594,-73.89466,Timothy Graves,6/18/17,ML,6
534454,Pipilo erythrophthalmus,39.7198387,-77.9377413,Wil Hershberger,6/25/17,ML,6
61889411,Pipilo erythrophthalmus,42.3336915,-76.6796165,Brad Walker,6/25/17,ML,6
61983501,Pipilo erythrophthalmus,44.130149,-69.648082,Jeff Wells,6/25/17,ML,6
62193441,Pipilo erythrophthalmus,42.6024966,-76.5457431,Jay McGowan,6/25/17,ML,6
69177611,Pipilo maculatus,39.6877846,-106.8329108,Kim Score,6/25/17,ML,6
62253931,Pipilo erythrophthalmus,41.5203372,-86.6074988,Eric Michael,6/26/17,ML,6
62164551,Pipilo erythrophthalmus,44.7664375,-76.2377,Ben Ivany,6/27/17,ML,6
63568551,Pipilo erythrophthalmus,37.287,-82.2961,Kelly Krechmer,6/30/17,ML,6
264066151,Pipilo erythrophthalmus,39.5348286,-79.4826508,Brian Henderson,6/30/17,ML,6
209407841,Pipilo erythrophthalmus,39.0321091,-79.4132484,Brian Henderson,7/1/17,ML,7
311344911,Pipilo erythrophthalmus,39.0661087,-79.414444,Brian Henderson,7/1/17,ML,7
62446531,Pipilo erythrophthalmus,35.9472,-83.6897,John O'Barr,7/2/17,ML,7
62946201,Pipilo erythrophthalmus,32.8567884,-83.6692894,Jim Ferrari,7/2/17,ML,7
378994,Pipilo erythrophthalmus,39.1464,-86.229,Matt Wistrand,7/3/17,XC,7
62631451,Pipilo erythrophthalmus,42.589142,-75.7011773,Jay McGowan,7/4/17,ML,7
219013011,Pipilo maculatus,48.4544295,-122.9619995,Nigel Ball,7/4/17,ML,7
62733591,Pipilo erythrophthalmus,35.9511223,-84.2392109,Colin Sumrall,7/6/17,ML,7
63611061,Pipilo erythrophthalmus,41.4688915,-71.5796614,Luis Mendes,7/6/17,ML,7
62859181,Pipilo erythrophthalmus,35.1471875,-79.3689895,Mike Stewart,7/8/17,ML,7
62882631,Pipilo erythrophthalmus,42.3844603,-83.8430309,Bob Bethune,7/8/17,ML,7
62962281,Pipilo erythrophthalmus,34.833215,-89.4699955,Hal Mitchell,7/8/17,ML,7
63006561,Pipilo maculatus,39.9970462,-105.1141834,Ted Floyd,7/8/17,ML,7
64361851,Pipilo erythrophthalmus,42.4957701,-83.7335873,Robert Bochenek,7/8/17,ML,7
63184561,Pipilo maculatus,48.5922568,-123.0304022,Phil Green,7/11/17,ML,7
106238101,Pipilo erythrophthalmus,38.5893753,-86.6635285,Sean Verkamp,7/12/17,ML,7
64584911,Pipilo erythrophthalmus,42.4954842,-76.7871188,Joshua Snodgrass,7/13/17,ML,7
63318841,Pipilo maculatus,48.5922568,-123.0304022,Phil Green,7/14/17,ML,7
63331241,Pipilo erythrophthalmus,43.40066,-70.62553,Glenn Hodgkins,7/14/17,ML,7
65455941,Pipilo maculatus,35.582379,-105.743599,Laura Gooch,7/14/17,ML,7
63373061,Pipilo maculatus,48.5922568,-123.0304022,Phil Green,7/15/17,ML,7
63378151,Pipilo erythrophthalmus,35.9511223,-84.2392109,Colin Sumrall,7/15/17,ML,7
63393481,Pipilo erythrophthalmus,28.8150937,-81.183755,Graham Williams,7/15/17,ML,7
63435861,Pipilo maculatus,31.704511,-110.8764482,Laurens Halsey,7/15/17,ML,7
63558701,Pipilo erythrophthalmus,25.3985091,-80.6554395,David Simpson,7/15/17,ML,7
63631291,Pipilo erythrophthalmus,40.471743,-74.5586,Jeff Ellerbusch,7/15/17,ML,7
64234111,Pipilo erythrophthalmus,44.6736886,-67.8524369,Frank Marenghi,7/15/17,ML,7
66038991,Pipilo maculatus,35.625114,-105.73246,Laura Gooch,7/15/17,ML,7
63543361,Pipilo erythrophthalmus,41.2132356,-89.3230426,Jon G.,7/16/17,ML,7
63632541,Pipilo erythrophthalmus,30.6845734,-83.9879036,Daphne Asbell,7/16/17,ML,7
63781711,Pipilo erythrophthalmus,28.8150937,-81.183755,Graham Williams,7/16/17,ML,7
66304651,Pipilo maculatus,35.582379,-105.743599,Laura Gooch,7/16/17,ML,7
63574261,Pipilo maculatus,48.5922568,-123.0304022,Phil Green,7/17/17,ML,7
63709721,Pipilo erythrophthalmus,37.2377642,-82.4586797,Kelly Krechmer,7/18/17,ML,7
65597921,Pipilo erythrophthalmus,41.3005077,-74.0258789,Nicholas Comparato,7/19/17,ML,7
73022751,Pipilo maculatus,35.582379,-105.743599,Laura Gooch,7/19/17,ML,7
102847881,Pipilo erythrophthalmus,42.4823751,-84.0565045,Bob Bethune,7/19/17,ML,7
64226671,Pipilo erythrophthalmus,41.4577963,-71.5976,Luis Mendes,7/20/17,ML,7
63953731,Pipilo erythrophthalmus,34.7056698,-86.6003752,Charles Boley,7/21/17,ML,7
63955661,Pipilo erythrophthalmus,41.3790219,-88.1230116,Jon G.,7/21/17,ML,7
64022211,Pipilo erythrophthalmus,44.5644252,-71.5605076,Craig Provost,7/22/17,ML,7
64084661,Pipilo erythrophthalmus,35.9681599,-78.9675164,Kent Fiala,7/23/17,ML,7
64086251,Pipilo maculatus,48.5922568,-123.0304022,Phil Green,7/23/17,ML,7
64106371,Pipilo maculatus,38.8294281,-104.8790073,Richard Bunn,7/23/17,ML,7
64133941,Pipilo erythrophthalmus,41.7614795,-74.8026359,Natasza Fontaine,7/23/17,ML,7
64218331,Pipilo maculatus,40.227667,-105.296135,Steven Mlodinow,7/23/17,ML,7
64217711,Pipilo maculatus,39.1138128,-104.9369431,Richard Bunn,7/24/17,ML,7
64355391,Pipilo erythrophthalmus,42.4521799,-71.1098195,Linda Ireland,7/25/17,ML,7
64722501,Pipilo erythrophthalmus,41.8825315,-69.995712,Margi Haas,7/25/17,ML,7
64458531,Pipilo erythrophthalmus,27.6313219,-82.2374572,Bo Fethe,7/26/17,ML,7
64556001,Pipilo erythrophthalmus,28.694804,-80.7158715,Paul Marvin,7/28/17,ML,7
65089991,Pipilo erythrophthalmus,44.3226325,-69.7954041,Glenn Hodgkins,8/3/17,ML,8
65273161,Pipilo erythrophthalmus,28.6690476,-81.56128,Paul Marvin,8/5/17,ML,8
65463831,Pipilo maculatus,38.551789,-121.6208018,Ed Pandolfino,8/6/17,ML,8
68973971,Pipilo maculatus,40.1559829,-122.2035885,Richard Bunn,8/6/17,ML,8
65604501,Pipilo erythrophthalmus,32.8567884,-83.6692894,Jim Ferrari,8/8/17,ML,8
66038211,Pipilo erythrophthalmus,35.9563584,-88.9985061,Mark Greene,8/9/17,ML,8
65910661,Pipilo maculatus,16.733552,-92.6436067,Francesca Albini,8/12/17,ML,8
65926681,Pipilo erythrophthalmus,35.9511223,-84.2392109,Colin Sumrall,8/12/17,ML,8
165076151,Pipilo erythrophthalmus,35.087966,-89.790047,Norman Soskel,8/13/17,ML,8
66142591,Pipilo erythrophthalmus,38.0100645,-94.0720497,David Blevins,8/15/17,ML,8
66702881,Pipilo erythrophthalmus,37.5595476,-89.5494747,Leon Book,8/20/17,ML,8
389578,Pipilo maculatus,38.5782,-121.3433,Dan Kopp,8/22/17,XC,8
67087921,Pipilo maculatus,16.733552,-92.6436067,Francesca Albini,8/25/17,ML,8
67365551,Pipilo erythrophthalmus,32.8415559,-83.6803722,Anne Armstrong,8/29/17,ML,8
99214341,Pipilo erythrophthalmus,39.016844,-84.45731,William Hull,4/2/18,ML,4
93059801,Pipilo erythrophthalmus,37.5655687,-84.2887153,John Abrams,4/5/18,ML,4
93270801,Pipilo maculatus,35.903762,-106.293724,Rozelle Wright,4/7/18,ML,4
93319781,Pipilo erythrophthalmus,42.242875,-88.22187,Jeff Aufmann,4/7/18,ML,4
94216341,Pipilo maculatus,40.4256286,-109.1745973,Kenny Frisch,4/7/18,ML,4
325864041,Pipilo maculatus,31.866106,-109.245732,Laura Gooch,4/7/18,ML,4
93464831,Pipilo erythrophthalmus,37.5544274,-84.2409056,John Abrams,4/8/18,ML,4
93686221,Pipilo erythrophthalmus,35.105192,-81.2694073,Steven Biggers,4/9/18,ML,4
133954721,Pipilo maculatus,31.428,-110.291,Dave Slager,4/9/18,ML,4
94225031,Pipilo erythrophthalmus,41.7143127,-88.1139511,Davida Kalina,4/11/18,ML,4
96148161,Pipilo maculatus,44.5410582,-123.2462597,Kai Frueh,4/11/18,ML,4
101725231,Pipilo erythrophthalmus,38.7648194,-77.0704361,Ben Jesup,4/11/18,ML,4
426246,Pipilo erythrophthalmus,27.5691,-81.086,Bruce Lagerquist,4/12/18,XC,4
94145011,Pipilo erythrophthalmus,40.4930649,-74.4176906,John Beetham,4/12/18,ML,4
94263101,Pipilo erythrophthalmus,39.0279189,-77.5998795,Bryan Henson,4/13/18,ML,4
94370431,Pipilo maculatus,49.6916201,-124.8930287,Blair Dudeck,4/13/18,ML,4
94581281,Pipilo erythrophthalmus,40.3408811,-74.7832237,Mark Witmer,4/14/18,ML,4
94602841,Pipilo maculatus,40.8296987,-123.8239002,Max Brodie,4/14/18,ML,4
94720261,Pipilo erythrophthalmus,39.2420852,-74.876593,Samuel Paul Galick,4/14/18,ML,4
96839791,Pipilo maculatus,46.9045237,-120.7568966,Jerred Seveyka,4/14/18,ML,4
94649411,Pipilo erythrophthalmus,33.4603813,-82.0131039,Liam Wolff,4/15/18,ML,4
411392,Pipilo maculatus,37.6566,-105.5916,Ted Floyd,4/16/18,XC,4
94866331,Pipilo maculatus,37.453023,-122.143338,Courtney Kelly Jett,4/16/18,ML,4
94968171,Pipilo maculatus,38.5778294,-109.5750618,Tim Avery,4/16/18,ML,4
94983911,Pipilo maculatus,37.6526952,-105.5934083,Ted Floyd,4/16/18,ML,4
101789771,Pipilo maculatus,39.648529,-106.9981,JoAnn Potter Riggle,4/16/18,ML,4
94999831,Pipilo erythrophthalmus,42.3174317,-72.6502705,Mary McKitrick,4/17/18,ML,4
95205571,Pipilo maculatus,40.8046493,-111.8645096,Kathleen & Hal Robins,4/18/18,ML,4
96249851,Pipilo erythrophthalmus,35.9902309,-88.878548,Mark Greene,4/19/18,ML,4
