Recording_ID,Species,Latitude,Longitude,Recordist,Date,Source,Month
159470431,Pipilo maculatus,32.4451023,-110.7606304,Laurens Halsey,5/17/19,ML,5
245084611,Pipilo erythrophthalmus,42.2735807,-81.8633712,Magdalena Z,5/17/19,ML,5
166427791,Pipilo maculatus,48.8872412,-122.7799062,Eric Ellingson,5/18/19,ML,5
159588061,Pipilo maculatus,47.0546282,-122.9512469,Bill Tweit,5/19/19,ML,5
163857901,Pipilo maculatus,31.4465224,-110.3095955,Nick  Roth,5/20/19,ML,5
163863931,Pipilo maculatus,31.40806,-110.28619,Nick  Roth,5/21/19,ML,5
162657271,Pipilo erythrophthalmus,41.3386129,-71.8766141,Callan Murphy,5/22/19,ML,5
160459661,Pipilo maculatus,37.4321365,-122.1689129,Jason Chou,5/23/19,ML,5
171127471,Pipilo erythrophthalmus,42.7819783,-70.8085001,Damon Haan,5/23/19,ML,5
163817321,Pipilo erythrophthalmus,38.6455061,-77.2361183,Mary Fredenburgh,5/25/19,ML,5
310529251,Pipilo erythrophthalmus,36.740724,-81.7557156,Steven Hopp,5/25/19,ML,5
161623031,Pipilo maculatus,34.9789827,-106.6754492,TJ Hathcock,5/27/19,ML,5
161771541,Pipilo maculatus,41.2990247,-102.1204948,Steven Mlodinow,5/27/19,ML,5
163501611,Pipilo erythrophthalmus,28.8786503,-82.6148486,David Simpson,5/28/19,ML,5
161721831,Pipilo maculatus,39.6601564,-104.9041557,Jason B Bidgood,5/29/19,ML,5
161814331,Pipilo maculatus,37.4042556,-122.2681332,Jared Keyes,5/30/19,ML,5
162918161,Pipilo erythrophthalmus,42.0089474,-91.5731865,Brandon Caswell,5/31/19,ML,5
166140231,Pipilo erythrophthalmus,35.0911459,-89.7896529,Norman Soskel,5/31/19,ML,5
162192681,Pipilo maculatus,39.9280529,-105.2722192,Ted Floyd,6/1/19,ML,6
162697001,Pipilo erythrophthalmus,41.9212946,-73.672754,valerie heemstra,6/1/19,ML,6
163040971,Pipilo erythrophthalmus,44.3407009,-73.1262875,Paul Wieczoreck,6/2/19,ML,6
163140271,Pipilo maculatus,33.6637274,-117.8426814,Edana Salisbury,6/2/19,ML,6
162735971,Pipilo erythrophthalmus,42.5172201,-83.5614109,Robert Bochenek,6/3/19,ML,6
162770991,Pipilo erythrophthalmus,35.587733,-82.340256,Martin Wall,6/3/19,ML,6
162970701,Pipilo erythrophthalmus,30.573496,-84.761975,David Simpson,6/3/19,ML,6
163818451,Pipilo maculatus,41.99833,-117.75644,W. Douglas Robinson,6/3/19,ML,6
162662281,Pipilo erythrophthalmus,36.672127,-75.915661,Karen & Tom Beatty,6/4/19,ML,6
162664991,Pipilo erythrophthalmus,41.7929139,-72.7904105,Hugh Whelan,6/4/19,ML,6
162805281,Pipilo maculatus,36.9692736,-122.0658088,Ed Pandolfino,6/4/19,ML,6
163853171,Pipilo erythrophthalmus,40.927481,-73.088553,Carol Brand,6/4/19,ML,6
164150951,Pipilo maculatus,39.9470556,-121.0487366,Nick  Roth,6/4/19,ML,6
167073281,Pipilo maculatus,34.309962,-118.5138345,Craig Caldwell,6/4/19,ML,6
162847071,Pipilo maculatus,52.3912315,-106.9754944,John Patterson,6/5/19,ML,6
162956801,Pipilo maculatus,39.6064156,-104.998827,Santi Tabares,6/6/19,ML,6
412607491,Pipilo erythrophthalmus,45.893772,-80.564927,Lucas Foerster,6/6/19,ML,6
163083621,Pipilo maculatus,48.5096961,-123.3629894,Mike McGrenere,6/7/19,ML,6
163094871,Pipilo erythrophthalmus,42.2930453,-76.6550678,Jay McGowan,6/7/19,ML,6
164019331,Pipilo maculatus,45.6883197,-123.9372826,Cliff Cordy,6/7/19,ML,6
169311271,Pipilo erythrophthalmus,43.625403,-73.3733477,Marvin Elliott,6/7/19,ML,6
550431,Pipilo erythrophthalmus,45.0889,-74.2627,Martin St-Michel,6/8/19,XC,6
163271241,Pipilo erythrophthalmus,41.1098093,-73.8352114,valerie heemstra,6/8/19,ML,6
188551381,Pipilo erythrophthalmus,40.6785551,-95.6919479,David De Rivera T¯nnessen,6/8/19,ML,6
163394211,Pipilo erythrophthalmus,35.9511223,-84.2392109,Colin Sumrall,6/9/19,ML,6
163918911,Pipilo maculatus,48.5774069,-123.4650617,Daniel Donnecke,6/9/19,ML,6
540010,Pipilo erythrophthalmus,38.8711,-92.3152,Whitney Neufeld-Kaiser,6/10/19,XC,6
164017171,Pipilo maculatus,39.011556,-116.377371,Bobby Wilcox,6/10/19,ML,6
163843021,Pipilo erythrophthalmus,44.0709371,-79.5184851,Steve Kinsley,6/11/19,ML,6
164020661,Pipilo erythrophthalmus,41.6681638,-71.2549775,Luis Mendes,6/11/19,ML,6
165337891,Pipilo erythrophthalmus,43.2521732,-81.8575738,Dan J. MacNeal,6/11/19,ML,6
163913861,Pipilo erythrophthalmus,42.76075,-70.9151,Marjorie Watson,6/12/19,ML,6
163923971,Pipilo erythrophthalmus,42.544628,-76.799615,Jan Cubilla,6/12/19,ML,6
163925101,Pipilo erythrophthalmus,42.470331,-76.795456,Todd Alfes,6/12/19,ML,6
163938651,Pipilo erythrophthalmus,42.544628,-76.799615,Orlando Acevedo Charry,6/12/19,ML,6
164148051,Pipilo maculatus,42.7237613,-103.8466418,Tom Gannon,6/12/19,ML,6
164187181,Pipilo erythrophthalmus,43.6834578,-73.3759904,Roy Pilcher,6/12/19,ML,6
164276591,Pipilo erythrophthalmus,42.544628,-76.799615,Roselvy Ju·rez,6/12/19,ML,6
168323741,Pipilo erythrophthalmus,42.5426153,-76.7982316,Subramanian Sankar,6/12/19,ML,6
211640061,Pipilo erythrophthalmus,37.18241,-84.747035,Marie Chappell,6/12/19,ML,6
637648,Pipilo maculatus,35.6762,-106.0184,Naturalista,6/13/19,XC,6
164040741,Pipilo erythrophthalmus,36.9939155,-91.3042831,Michael S Taylor,6/13/19,ML,6
164058131,Pipilo erythrophthalmus,45.9800415,-92.3560086,Bill Schmoker,6/13/19,ML,6
164070761,Pipilo erythrophthalmus,42.2930453,-76.6550678,Roselvy Ju·rez,6/13/19,ML,6
164176041,Pipilo maculatus,36.0474161,-112.0915157,Don Witter,6/13/19,ML,6
164297451,Pipilo erythrophthalmus,42.2774083,-76.6636598,Kristina Hannam,6/13/19,ML,6
164410291,Pipilo erythrophthalmus,42.2774083,-76.6636598,Simone Dena,6/13/19,ML,6
164525621,Pipilo maculatus,42.7237613,-103.8466418,Steven Mlodinow,6/13/19,ML,6
164200211,Pipilo erythrophthalmus,45.9800415,-92.3560086,Bill Schmoker,6/14/19,ML,6
166768871,Pipilo maculatus,40.48009,-105.1183623,Bruce Tannehill,6/14/19,ML,6
168853201,Pipilo erythrophthalmus,41.4434217,-73.9734641,Nicholas Comparato,6/14/19,ML,6
164293141,Pipilo maculatus,38.7243734,-121.4024919,Max Brodie,6/15/19,ML,6
164421061,Pipilo erythrophthalmus,42.833587,-74.2869651,Marianne Friers,6/15/19,ML,6
164456511,Pipilo erythrophthalmus,41.6681638,-71.2549775,Luis Mendes,6/15/19,ML,6
164658621,Pipilo maculatus,48.506521,-123.041643,Phil Green,6/15/19,ML,6
166769461,Pipilo erythrophthalmus,43.3940482,-70.6263399,Andy McGann,6/15/19,ML,6
169244751,Pipilo erythrophthalmus,39.0330194,-79.3305588,Laura Gooch,6/15/19,ML,6
164742961,Pipilo maculatus,50.0432227,-110.645113,Mike Russum,6/16/19,ML,6
164726941,Pipilo maculatus,48.506521,-123.041643,Phil Green,6/17/19,ML,6
164842111,Pipilo maculatus,38.7311714,-104.8223591,Rod Schmidt,6/17/19,ML,6
168589601,Pipilo maculatus,35.9228756,-106.2489681,Jake Turin,6/17/19,ML,6
164767991,Pipilo erythrophthalmus,44.07455,-73.351,Lewis Holmes,6/18/19,ML,6
164907521,Pipilo maculatus,39.6064156,-104.998827,Santi Tabares,6/18/19,ML,6
164916361,Pipilo erythrophthalmus,42.6728314,-70.9100103,Shilo McDonald,6/18/19,ML,6
164944331,Pipilo erythrophthalmus,43.6328577,-73.2698326,Roy Pilcher,6/19/19,ML,6
165034051,Pipilo erythrophthalmus,42.2140008,-71.2371511,Frank Lehman,6/19/19,ML,6
165035501,Pipilo erythrophthalmus,40.1686397,-75.7207732,Sheryl Johnson,6/19/19,ML,6
165544891,Pipilo erythrophthalmus,43.9703336,-79.6214819,Steve Kinsley,6/19/19,ML,6
167160361,Pipilo erythrophthalmus,44.435923,-89.284165,Michael Gray,6/19/19,ML,6
317058761,Pipilo erythrophthalmus,45.893772,-80.564927,Lucas Foerster,6/19/19,ML,6
165235641,Pipilo erythrophthalmus,45.3260419,-76.3672959,Suzanne Britton,6/21/19,ML,6
167821491,Pipilo maculatus,47.5103021,-122.04772,Glen Chapman,6/21/19,ML,6
165321301,Pipilo erythrophthalmus,42.5172201,-83.5614109,Robert Bochenek,6/22/19,ML,6
165874921,Pipilo maculatus,34.0819259,-118.2473737,John Koon,6/22/19,ML,6
166974051,Pipilo maculatus,38.2658235,-121.4394915,Bob Hasenick,6/22/19,ML,6
241851961,Pipilo maculatus,50.9296561,-114.1035748,Tim Bandfield,6/22/19,ML,6
246545531,Pipilo maculatus,46.9475194,-103.4535993,Malcolm Gold,6/22/19,ML,6
165405091,Pipilo maculatus,50.9296561,-114.1035748,Lorna Aynbinder,6/23/19,ML,6
165439771,Pipilo erythrophthalmus,42.7466592,-71.7079653,Christopher McPherson,6/23/19,ML,6
165514271,Pipilo erythrophthalmus,42.522032,-76.518992,Brad Walker,6/23/19,ML,6
165583021,Pipilo erythrophthalmus,42.76075,-70.9151,Shilo McDonald,6/23/19,ML,6
165813681,Pipilo erythrophthalmus,40.7500205,-80.0279546,Clark Teeman,6/23/19,ML,6
166791801,Pipilo maculatus,49.3405874,-123.1838179,Peter Blancher,6/23/19,ML,6
171314231,Pipilo maculatus,37.8467336,-122.2303775,Erica Rutherford/ John Colbert,6/23/19,ML,6
231983501,Pipilo maculatus,49.0786777,-102.7519693,Gabriel Foley,6/23/19,ML,6
165569531,Pipilo maculatus,45.249173,-105.93283,John  Hurd,6/24/19,ML,6
165886701,Pipilo erythrophthalmus,39.5806056,-93.5895028,Matt Longabaugh,6/24/19,ML,6
165909431,Pipilo maculatus,38.8294281,-104.8790073,Richard Bunn,6/24/19,ML,6
165707571,Pipilo erythrophthalmus,34.111839,-84.215839,Harold Brewer,6/25/19,ML,6
165783411,Pipilo erythrophthalmus,36.8164311,-76.133709,Steve Myers,6/25/19,ML,6
165866171,Pipilo erythrophthalmus,43.106565,-83.558937,Thomas Baumgart,6/26/19,ML,6
165878151,Pipilo erythrophthalmus,30.452468,-83.89395,Daphne Asbell,6/26/19,ML,6
165986551,Pipilo erythrophthalmus,39.852675,-86.312854,Scott Jackson,6/27/19,ML,6
166041401,Pipilo maculatus,37.624777,-121.207377,SJ Birder,6/27/19,ML,6
166042421,Pipilo erythrophthalmus,41.7309318,-91.7271904,Jayden  Bowen,6/27/19,ML,6
166162651,Pipilo erythrophthalmus,42.8255015,-86.1849246,Carl & Judi Manning,6/28/19,ML,6
166415671,Pipilo erythrophthalmus,35.105192,-81.2694073,Steven Biggers,6/28/19,ML,6
173504331,Pipilo maculatus,40.947314,-105.079702,Ron Burkert,6/28/19,ML,6
166226091,Pipilo erythrophthalmus,37.877167,-87.479496,Charles  Crawford,6/29/19,ML,6
166255821,Pipilo erythrophthalmus,41.1942816,-93.9957561,Sharon Bauer,6/29/19,ML,6
166368611,Pipilo erythrophthalmus,41.8485932,-88.5655117,Jay Sturner,6/29/19,ML,6
166345261,Pipilo erythrophthalmus,39.7194064,-77.9381753,Wil Hershberger,6/30/19,ML,6
166442741,Pipilo maculatus,44.0744486,-123.1113512,V Thompson,6/30/19,ML,6
494031,Pipilo maculatus,40.1864,-105.3361,Sue Riffe,7/1/19,XC,7
541378,Pipilo maculatus,35.6886,-105.948,Caleb Helsel,7/1/19,XC,7
166585131,Pipilo erythrophthalmus,45.0884902,-74.2163372,Daniel Jauvin,7/1/19,ML,7
166640791,Pipilo erythrophthalmus,42.0881122,-70.6772727,Shilo McDonald,7/1/19,ML,7
166793501,Pipilo maculatus,34.433447,-112.446872,Caleb Strand,7/1/19,ML,7
168212861,Pipilo maculatus,35.6888616,-105.9491686,Caleb Helsel,7/1/19,ML,7
173831771,Pipilo maculatus,40.202673,-105.320341,Sue Riffe,7/1/19,ML,7
166729311,Pipilo maculatus,40.8321741,-102.8040612,Diane Roberts,7/2/19,ML,7
166847741,Pipilo maculatus,38.5352961,-122.4483218,Murray Berner,7/3/19,ML,7
247886591,Pipilo erythrophthalmus,40.205636,-74.0949324,Timothy Graves,7/3/19,ML,7
167042561,Pipilo erythrophthalmus,43.9202607,-70.9006995,Sean Smith,7/4/19,ML,7
168031801,Pipilo erythrophthalmus,41.7359025,-88.5096359,Andrew Lawrence,7/4/19,ML,7
167051611,Pipilo erythrophthalmus,35.0911459,-89.7896529,Norman Soskel,7/5/19,ML,7
167089221,Pipilo maculatus,50.9296561,-114.1035748,Bernard Tremblay,7/5/19,ML,7
168827531,Pipilo erythrophthalmus,28.589,-82.25916,deborah grimes,7/5/19,ML,7
167127331,Pipilo erythrophthalmus,39.8806751,-86.3223267,Scott Jackson,7/6/19,ML,7
167129271,Pipilo erythrophthalmus,35.9511223,-84.2392109,Colin Sumrall,7/6/19,ML,7
167210851,Pipilo erythrophthalmus,35.272025,-83.6789456,Gary Leavens,7/6/19,ML,7
167490501,Pipilo erythrophthalmus,42.7004725,-78.3782845,Joseph Petre,7/6/19,ML,7
167642161,Pipilo erythrophthalmus,40.4392518,-73.9869263,Brady Bailo,7/6/19,ML,7
486218,Pipilo erythrophthalmus,43.2322,-80.0077,Stephen Chase,7/7/19,XC,7
167301601,Pipilo erythrophthalmus,43.0787943,-89.6722985,David Liebl,7/7/19,ML,7
167426041,Pipilo erythrophthalmus,39.053164,-76.714052,Elissa Weidaw,7/7/19,ML,7
167523711,Pipilo erythrophthalmus,49.0177893,-98.2638427,Ryan Wiebe,7/7/19,ML,7
167724021,Pipilo erythrophthalmus,43.2328847,-80.0072479,Stephen Chase,7/7/19,ML,7
167476971,Pipilo maculatus,48.3140167,-123.6539457,Daniel Donnecke,7/8/19,ML,7
167498351,Pipilo maculatus,35.6817971,-105.9315873,Anonymous,7/8/19,ML,7
167512581,Pipilo erythrophthalmus,44.0021344,-70.9473461,Sean Smith,7/8/19,ML,7
167514151,Pipilo maculatus,39.553156,-104.919711,Diane Roberts,7/8/19,ML,7
167594001,Pipilo erythrophthalmus,43.3337835,-70.5414327,Bruce Cole,7/9/19,ML,7
168645971,Pipilo erythrophthalmus,39.0534423,-77.0319217,Kevin Ebert,7/9/19,ML,7
171574731,Pipilo erythrophthalmus,38.148057,-77.322446,Blaine Carnes,7/9/19,ML,7
167665371,Pipilo erythrophthalmus,44.245835,-68.91915,Mark Forney,7/10/19,ML,7
167742141,Pipilo erythrophthalmus,44.8000061,-92.8238495,Larry Sirvio,7/10/19,ML,7
168221321,Pipilo maculatus,48.506521,-123.041643,Phil Green,7/11/19,ML,7
177342491,Pipilo erythrophthalmus,42.7379351,-77.6945829,August Hazel,7/11/19,ML,7
167925901,Pipilo maculatus,37.9667,-122.6267338,Richard Ackley,7/12/19,ML,7
168044881,Pipilo erythrophthalmus,32.5342955,-82.4565983,Jim Ferrari,7/12/19,ML,7
169266531,Pipilo maculatus,29.2518263,-103.3002913,David Sarkozi cc,7/12/19,ML,7
487037,Pipilo erythrophthalmus,43.3491,-80.1118,David Welch,7/13/19,XC,7
168031261,Pipilo erythrophthalmus,39.852675,-86.312854,Scott Jackson,7/13/19,ML,7
168097991,Pipilo erythrophthalmus,28.486186,-81.1079327,Brady Bailo,7/13/19,ML,7
168143011,Pipilo erythrophthalmus,28.6690476,-81.56128,Gary Leavens,7/13/19,ML,7
168299671,Pipilo maculatus,39.1411783,-104.8316717,Jenny Jo Johnson,7/13/19,ML,7
168771621,Pipilo maculatus,38.5811339,-107.7153254,Bill Schmoker,7/13/19,ML,7
174381351,Pipilo erythrophthalmus,41.3570331,-81.8243694,Glen Chapman,7/13/19,ML,7
168155521,Pipilo erythrophthalmus,39.8636998,-86.2846384,Scott Jackson,7/14/19,ML,7
168531741,Pipilo erythrophthalmus,40.8638744,-73.5580158,Barbara S,7/14/19,ML,7
510921,Pipilo maculatus,35.589,-121.1102,Bobby Wilcox,7/15/19,XC,7
168342961,Pipilo erythrophthalmus,43.2547052,-81.8364716,Scott  Connop,7/15/19,ML,7
168348501,Pipilo erythrophthalmus,40.3249815,-74.8880956,Jeffrey Mollenhauer,7/15/19,ML,7
169072721,Pipilo erythrophthalmus,39.1253997,-84.2434222,Glen Chapman,7/15/19,ML,7
191871321,Pipilo maculatus,35.594761,-121.110162,Bobby Wilcox,7/15/19,ML,7
168446991,Pipilo erythrophthalmus,39.8584554,-86.2901616,Scott Jackson,7/16/19,ML,7
169326201,Pipilo maculatus,31.4024435,-110.2696245,Michael O'Brien,7/17/19,ML,7
168696201,Pipilo erythrophthalmus,40.1530757,-83.020699,Christine Stoughton Root,7/18/19,ML,7
168996231,Pipilo erythrophthalmus,36.036631,-81.8954074,Charles  Crawford,7/18/19,ML,7
174350421,Pipilo erythrophthalmus,45.1799361,-81.3418133,Rob Porter,7/18/19,ML,7
168932751,Pipilo erythrophthalmus,45.2394462,-92.7429771,Robin Maercklein,7/19/19,ML,7
385122851,Pipilo erythrophthalmus,28.7190353,-81.4740985,Brady Bailo,7/19/19,ML,7
168927671,Pipilo erythrophthalmus,42.5994495,-84.5924488,John Kirk,7/20/19,ML,7
169113431,Pipilo erythrophthalmus,41.6681638,-71.2549775,Luis Mendes,7/20/19,ML,7
169154441,Pipilo erythrophthalmus,32.593439,-85.483951,Marie Burdett,7/20/19,ML,7
169165941,Pipilo erythrophthalmus,35.0911459,-89.7896529,Norman Soskel,7/21/19,ML,7
169216461,Pipilo erythrophthalmus,40.753899,-74.3352509,Kriss Replogle,7/21/19,ML,7
169307631,Pipilo erythrophthalmus,40.5888889,-73.5566667,Scott  Yale,7/21/19,ML,7
540013,Pipilo maculatus,47.6824,-122.2503,Whitney Neufeld-Kaiser,7/22/19,XC,7
169271671,Pipilo erythrophthalmus,36.946231,-86.442949,Rickey Shive,7/22/19,ML,7
169281141,Pipilo erythrophthalmus,40.0111783,-76.6578555,Dean Newhouse,7/22/19,ML,7
169446101,Pipilo erythrophthalmus,39.053164,-76.714052,Elissa Weidaw,7/23/19,ML,7
171088211,Pipilo erythrophthalmus,42.633994,-70.666039,Richard Littauer,7/23/19,ML,7
169804711,Pipilo erythrophthalmus,42.11877,-71.2077,Cristina Hartshorn,7/25/19,ML,7
169843321,Pipilo erythrophthalmus,39.7194064,-77.9381753,Wil Hershberger,7/26/19,ML,7
169898961,Pipilo erythrophthalmus,38.949853,-74.856746,Tom Nolan,7/26/19,ML,7
169917521,Pipilo maculatus,39.9855913,-105.1526541,Rob Cassady,7/26/19,ML,7
170062431,Pipilo erythrophthalmus,42.76075,-70.9151,Shilo McDonald,7/26/19,ML,7
169971531,Pipilo erythrophthalmus,39.7194064,-77.9381753,Wil Hershberger,7/27/19,ML,7
170016771,Pipilo erythrophthalmus,42.7077712,-71.6141546,Christopher McPherson,7/27/19,ML,7
170148491,Pipilo erythrophthalmus,25.9940012,-81.2626505,Bente Torvund,7/27/19,ML,7
240588241,Pipilo erythrophthalmus,41.5628871,-79.421906,K Springer,7/28/19,ML,7
501839,Pipilo maculatus,31.403,-110.2577,Paul Marvin,7/29/19,XC,7
512499,Pipilo maculatus,28.3714,-109.0318,Richard E. Webster,7/29/19,XC,7
172919881,Pipilo maculatus,40.2463413,-105.2246211,Bill Schmoker,7/29/19,ML,7
177042561,Pipilo maculatus,31.4039316,-110.2506814,Paul Marvin,7/29/19,ML,7
175163631,Pipilo maculatus,34.2180256,-117.1141934,Karen Carter,7/30/19,ML,7
173490361,Pipilo erythrophthalmus,44.516874,-68.630898,Jonah Levy,7/31/19,ML,7
306712211,Pipilo erythrophthalmus,41.549529,-86.350387,Jim Fuehrmeyer,7/31/19,ML,7
170997141,Pipilo maculatus,38.8774633,-104.8781876,Gregg Friesen,8/1/19,ML,8
599326,Pipilo erythrophthalmus,42.7052,-71.615,Christopher McPherson,8/2/19,XC,8
171291161,Pipilo erythrophthalmus,38.9882374,-76.3268967,Jonathan Irons,8/3/19,ML,8
171498441,Pipilo maculatus,33.7637407,-110.5185664,Janine McCabe,8/4/19,ML,8
221741201,Pipilo erythrophthalmus,43.4144056,-80.1161027,Andrew Bendall,8/4/19,ML,8
171385001,Pipilo erythrophthalmus,40.6170296,-73.8244561,Mickey Ryan,8/5/19,ML,8
171455441,Pipilo erythrophthalmus,30.6391531,-83.8195409,Daphne Asbell,8/6/19,ML,8
171569761,Pipilo erythrophthalmus,43.6860421,-73.3330498,Roy Pilcher,8/6/19,ML,8
178041651,Pipilo erythrophthalmus,42.7639008,-70.8022995,Liam Ragan,8/6/19,ML,8
171563331,Pipilo maculatus,40.6894002,-105.3101885,Jay Breidt,8/7/19,ML,8
172059841,Pipilo erythrophthalmus,40.8932768,-91.0720253,Bobby Wilcox,8/10/19,ML,8
172990461,Pipilo erythrophthalmus,27.2445024,-80.6908941,Bill Pranty,8/10/19,ML,8
173038211,Pipilo maculatus,34.3397863,-109.950099,ken mcbyrd-bell,8/10/19,ML,8
173837171,Pipilo erythrophthalmus,36.502541,-81.39528,Martin Wall,8/10/19,ML,8
193106211,Pipilo maculatus,31.7013632,-110.8864266,Jon. Anderson,8/13/19,ML,8
172478421,Pipilo erythrophthalmus,30.0563379,-81.8468812,Jeff Graham,8/14/19,ML,8
172497241,Pipilo erythrophthalmus,40.1824734,-88.4262085,Thomas Anderson,8/14/19,ML,8
580366,Pipilo maculatus,38.527,-121.799,Steve Hampton,8/16/19,XC,8
173600371,Pipilo erythrophthalmus,30.6567786,-84.2087889,Natasza Fontaine,8/16/19,ML,8
493429,Pipilo maculatus,31.8774,-109.1796,Phoenix Birder,8/17/19,XC,8
173936791,Pipilo erythrophthalmus,27.7844925,-81.0234833,Daphne Asbell,8/22/19,ML,8
178791361,Pipilo maculatus,34.2649339,-117.1439837,Karen Carter,8/28/19,ML,8
174742681,Pipilo maculatus,38.4795151,-121.5519791,Ronan Nicholson,8/29/19,ML,8
219898211,Pipilo erythrophthalmus,39.604395,-76.6206,Peter Kaestner,4/1/20,ML,4
222143161,Pipilo erythrophthalmus,39.2069184,-76.9096184,Severin Uebbing,4/1/20,ML,4
220108821,Pipilo erythrophthalmus,32.7038313,-80.6007189,Marc Regnier,4/2/20,ML,4
220924981,Pipilo erythrophthalmus,37.547,-77.971,Darrell Peterson,4/5/20,ML,4
220933271,Pipilo maculatus,40.776814,-111.68722,Bryant Olsen,4/5/20,ML,4
220958321,Pipilo erythrophthalmus,40.1789389,-74.2084408,joe demko,4/5/20,ML,4
220978641,Pipilo maculatus,48.4834473,-123.3605003,Mark Byrne,4/5/20,ML,4
221002061,Pipilo erythrophthalmus,41.10804,-73.8378825,valerie heemstra,4/5/20,ML,4
224577511,Pipilo maculatus,46.8206227,-120.9144738,Jerred Seveyka,4/5/20,ML,4
224612941,Pipilo erythrophthalmus,40.7460974,-80.0270426,Clark Teeman,4/5/20,ML,4
236792261,Pipilo maculatus,47.6975223,-122.3094236,Dave Slager,4/5/20,ML,4
559342,Pipilo erythrophthalmus,36.5929,-89.6134,Erik Ost,4/6/20,XC,4
221234511,Pipilo erythrophthalmus,38.3680061,-91.2471597,Jack and Shirley Foreman,4/6/20,ML,4
221334771,Pipilo maculatus,39.3039848,-121.1951286,Steve Rose,4/6/20,ML,4
221675311,Pipilo maculatus,33.9986232,-119.7152898,Abbie Valine,4/6/20,ML,4
606112,Pipilo maculatus,47.6766,-122.294,Whitney Neufeld-Kaiser,4/7/20,XC,4
221457621,Pipilo erythrophthalmus,40.7445813,-74.5518721,Kriss Replogle,4/7/20,ML,4
221670791,Pipilo maculatus,34.0500433,-118.068932,Phil Richardson,4/7/20,ML,4
221705851,Pipilo erythrophthalmus,36.44376,-79.79151,Martin Wall,4/7/20,ML,4
221851301,Pipilo erythrophthalmus,38.9613889,-74.9608333,Tom Johnson,4/7/20,ML,4
222092281,Pipilo erythrophthalmus,40.1255359,-74.1102934,joe demko,4/8/20,ML,4
228671161,Pipilo erythrophthalmus,39.1875329,-95.8124864,Mark Robbins,4/8/20,ML,4
316392171,Pipilo erythrophthalmus,41.2903633,-74.2712125,Jarvis Shirky,4/8/20,ML,4
608843,Pipilo maculatus,47.6818,-122.248,Whitney Neufeld-Kaiser,4/10/20,XC,4
222711391,Pipilo erythrophthalmus,41.543019,-93.564015,Jay Gilliam,4/11/20,ML,4
222751021,Pipilo erythrophthalmus,40.789936,-77.951136,Julia Plummer,4/11/20,ML,4
222822161,Pipilo maculatus,15.4732249,-91.5151432,Esteban Matias,4/11/20,ML,4
222944341,Pipilo erythrophthalmus,38.9133204,-76.9443433,Cory Kampf,4/12/20,ML,4
222961341,Pipilo erythrophthalmus,40.1255359,-74.1102934,joe demko,4/12/20,ML,4
223583361,Pipilo erythrophthalmus,42.3907154,-76.4094508,Russ Charif,4/12/20,ML,4
246079591,Pipilo maculatus,47.6691117,-122.3065424,Dave Slager,4/12/20,ML,4
285875581,Pipilo erythrophthalmus,39.3349447,-74.5757425,Marian Jordan,4/12/20,ML,4
549222,Pipilo maculatus,33.6403,-117.5888,Kat Avila,4/14/20,XC,4
223532471,Pipilo erythrophthalmus,35.9257021,-84.0908013,Brandon Hambrick,4/14/20,ML,4
223699961,Pipilo maculatus,35.2543048,-120.8808124,Mark Hays,4/14/20,ML,4
566210,Pipilo maculatus,33.922,-111.4148,Parker Davis,4/15/20,XC,4
567456,Pipilo maculatus,33.9212,-111.4143,Parker Davis,4/15/20,XC,4
614063,Pipilo maculatus,31.957,-109.173,Richard E. Webster,4/15/20,XC,4
223786731,Pipilo erythrophthalmus,39.1620281,-84.2889977,Anna Kilian,4/15/20,ML,4
223877991,Pipilo erythrophthalmus,41.3386129,-71.8766141,Will Sweet,4/15/20,ML,4
223910931,Pipilo maculatus,33.9211769,-111.4143384,Parker Davis,4/15/20,ML,4
224020701,Pipilo maculatus,34.015466,-119.797511,Zena Casteel,4/15/20,ML,4
240500491,Pipilo maculatus,38.7368624,-122.7633011,Bob Hasenick,4/15/20,ML,4
224079201,Pipilo erythrophthalmus,41.2170095,-81.5253997,Brian Tinker,4/16/20,ML,4
224116151,Pipilo erythrophthalmus,43.5306309,-73.2050093,Joel Tilley,4/16/20,ML,4
224260651,Pipilo erythrophthalmus,39.608968,-76.634865,Peter Kaestner,4/16/20,ML,4
224478961,Pipilo erythrophthalmus,41.542976,-70.62774,Nathaniel Sharp,4/16/20,ML,4
546745,Pipilo erythrophthalmus,40.7449,-74.5523,William Whitehead,4/17/20,XC,4
224364741,Pipilo erythrophthalmus,41.6346799,-71.6044986,Dave C.,4/17/20,ML,4
224543151,Pipilo maculatus,39.3932014,-120.9342575,Steve Rose,4/17/20,ML,4
225226521,Pipilo maculatus,47.663868,-122.4215317,Charlie Wright,4/17/20,ML,4
234290491,Pipilo erythrophthalmus,43.6282673,-79.329167,Kris Ito,4/17/20,ML,4
547332,Pipilo maculatus,47.7006,-122.3108,Bruce Lagerquist,4/18/20,XC,4
226119451,Pipilo erythrophthalmus,40.320038,-74.089644,Timothy Graves,4/18/20,ML,4
231351641,Pipilo erythrophthalmus,40.5813224,-74.0052688,Doug Gochfeld,4/18/20,ML,4
225065101,Pipilo erythrophthalmus,38.1249539,-78.4803458,Guy Babineau,4/19/20,ML,4
225095031,Pipilo erythrophthalmus,41.0180664,-81.5193024,Brian Tinker,4/19/20,ML,4
